match_id,team,name,battingStyle,bowlingStyle,playingRole,team1,team2,matchDate,stage,image,description
"T20I # 1855",Australia,"Cameron Green","Right hand Bat","Right arm Fast medium","Batting Allrounder",Australia,Ireland,"2022-10-31 00:00:00","Super 12",,"Contracted to Western Australia as a schoolboy, Cameron Green took 5 for 24 on first-class debut against Tasmania in February 2017 as a 17-year-old. He was selected initially for his bowling given his 200cm frame and his ability to deliver fast outswing but was plagued by stress fractures. However, throughout his junior days with Subiaco-Floreat and WA's junior teams his technically sound batting and an unquenchable thirst for scoring runs saw him emerge as a genuine allrounder of rare ability."
"T20I # 1849b",Australia,"Cameron Green","Right hand Bat","Right arm Fast medium","Batting Allrounder",Australia,England,"2022-10-28 00:00:00","Super 12",,"Contracted to Western Australia as a schoolboy, Cameron Green took 5 for 24 on first-class debut against Tasmania in February 2017 as a 17-year-old. He was selected initially for his bowling given his 200cm frame and his ability to deliver fast outswing but was plagued by stress fractures. However, throughout his junior days with Subiaco-Floreat and WA's junior teams his technically sound batting and an unquenchable thirst for scoring runs saw him emerge as a genuine allrounder of rare ability."
"T20I # 1845",Australia,"Cameron Green","Right hand Bat","Right arm Fast medium","Batting Allrounder",Australia,"Sri Lanka","2022-10-25 00:00:00","Super 12",,"Contracted to Western Australia as a schoolboy, Cameron Green took 5 for 24 on first-class debut against Tasmania in February 2017 as a 17-year-old. He was selected initially for his bowling given his 200cm frame and his ability to deliver fast outswing but was plagued by stress fractures. However, throughout his junior days with Subiaco-Floreat and WA's junior teams his technically sound batting and an unquenchable thirst for scoring runs saw him emerge as a genuine allrounder of rare ability."
"T20I # 1839",Australia,"Cameron Green","Right hand Bat","Right arm Fast medium","Batting Allrounder",Australia,"New Zealand","2022-10-22 00:00:00","Super 12",,"Contracted to Western Australia as a schoolboy, Cameron Green took 5 for 24 on first-class debut against Tasmania in February 2017 as a 17-year-old. He was selected initially for his bowling given his 200cm frame and his ability to deliver fast outswing but was plagued by stress fractures. However, throughout his junior days with Subiaco-Floreat and WA's junior teams his technically sound batting and an unquenchable thirst for scoring runs saw him emerge as a genuine allrounder of rare ability."
"T20I # 1867","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder",England,"Sri Lanka","2022-11-05 00:00:00","Super 12",,
"T20I # 1856","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder",Afghanistan,"Sri Lanka","2022-11-01 00:00:00","Super 12",,
"T20I # 1850","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder","New Zealand","Sri Lanka","2022-10-29 00:00:00","Super 12",,
"T20I # 1845","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder",Australia,"Sri Lanka","2022-10-25 00:00:00","Super 12",,
"T20I # 1841","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder",Ireland,"Sri Lanka","2022-10-23 00:00:00","Super 12",,
"T20I # 1835","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder",Netherlands,"Sri Lanka","2022-10-20 00:00:00",Qualifier,,
"T20I # 1832","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder","Sri Lanka",U.A.E.,"2022-10-18 00:00:00",Qualifier,,
"T20I # 1823","Sri Lanka","Chamika Karunaratne","Right hand Bat","Right arm Medium fast","Bowling Allrounder",Namibia,"Sri Lanka","2022-10-16 00:00:00",Qualifier,,
"T20I # 1867","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder",England,"Sri Lanka","2022-11-05 00:00:00","Super 12",,
"T20I # 1856","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder",Afghanistan,"Sri Lanka","2022-11-01 00:00:00","Super 12",,
"T20I # 1850","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder","New Zealand","Sri Lanka","2022-10-29 00:00:00","Super 12",,
"T20I # 1845","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder",Australia,"Sri Lanka","2022-10-25 00:00:00","Super 12",,
"T20I # 1841","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder",Ireland,"Sri Lanka","2022-10-23 00:00:00","Super 12",,
"T20I # 1835","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder",Netherlands,"Sri Lanka","2022-10-20 00:00:00",Qualifier,,
"T20I # 1832","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder","Sri Lanka",U.A.E.,"2022-10-18 00:00:00",Qualifier,,
"T20I # 1823","Sri Lanka","Charith Asalanka","Left hand Bat","Right arm Offbreak","Batting Allrounder",Namibia,"Sri Lanka","2022-10-16 00:00:00",Qualifier,,
"T20I # 1836",U.A.E.,"Chirag Suri","Right hand Bat","Right arm Offbreak, Legbreak Googly","Opening Batter",Namibia,U.A.E.,"2022-10-20 00:00:00",Qualifier,,"Two days after his 22nd birthday, opening batter Chirag Suri was bought in the 2017 IPL auction by Gujarat Lions. It was quite the birthday present, considering he had not even been capped in internationals for UAE. Suri never suited up for Lions, but he has demonstrated his talents in the time since his UAE international debut, also in 2017, rocketing up the career batting charts to figure among the top five run-makers in both ODIs and T20Is for his country."
"T20I # 1832",U.A.E.,"Chirag Suri","Right hand Bat","Right arm Offbreak, Legbreak Googly","Opening Batter","Sri Lanka",U.A.E.,"2022-10-18 00:00:00",Qualifier,,"Two days after his 22nd birthday, opening batter Chirag Suri was bought in the 2017 IPL auction by Gujarat Lions. It was quite the birthday present, considering he had not even been capped in internationals for UAE. Suri never suited up for Lions, but he has demonstrated his talents in the time since his UAE international debut, also in 2017, rocketing up the career batting charts to figure among the top five run-makers in both ODIs and T20Is for his country."
"T20I # 1825",U.A.E.,"Chirag Suri","Right hand Bat","Right arm Offbreak, Legbreak Googly","Opening Batter",Netherlands,U.A.E.,"2022-10-16 00:00:00",Qualifier,,"Two days after his 22nd birthday, opening batter Chirag Suri was bought in the 2017 IPL auction by Gujarat Lions. It was quite the birthday present, considering he had not even been capped in internationals for UAE. Suri never suited up for Lions, but he has demonstrated his talents in the time since his UAE international debut, also in 2017, rocketing up the career batting charts to figure among the top five run-makers in both ODIs and T20Is for his country."
"T20I # 1838",Scotland,"Chris Greaves","Right hand Bat",Legbreak,Bowler,Scotland,Zimbabwe,"2022-10-21 00:00:00",Qualifier,,
"T20I # 1833",Scotland,"Chris Greaves","Right hand Bat",Legbreak,Bowler,Ireland,Scotland,"2022-10-19 00:00:00",Qualifier,,
"T20I # 1826",Scotland,"Chris Greaves","Right hand Bat",Legbreak,Bowler,Scotland,"West Indies","2022-10-17 00:00:00",Qualifier,,
"T20I # 1879",England,"Chris Jordan","Right hand Bat","Right arm Fast medium",Bowler,England,Pakistan,"2022-11-13 00:00:00","Super 12",,"Chris Jordan, a fast bowler with a level-headed calmness and a fearsome yorker, found his niche as a death specialist in T20 cricket for England after initially breaking through as a bowling allrounder in Tests and ODIs."
"T20I # 1878",England,"Chris Jordan","Right hand Bat","Right arm Fast medium",Bowler,England,India,"2022-11-10 00:00:00","Super 12",,"Chris Jordan, a fast bowler with a level-headed calmness and a fearsome yorker, found his niche as a death specialist in T20 cricket for England after initially breaking through as a bowling allrounder in Tests and ODIs."
"T20I # 1867",England,"Chris Jordan","Right hand Bat","Right arm Fast medium",Bowler,England,"Sri Lanka","2022-11-05 00:00:00","Super 12",,"Chris Jordan, a fast bowler with a level-headed calmness and a fearsome yorker, found his niche as a death specialist in T20 cricket for England after initially breaking through as a bowling allrounder in Tests and ODIs."
"T20I # 1858",England,"Chris Jordan","Right hand Bat","Right arm Fast medium",Bowler,England,"New Zealand","2022-11-01 00:00:00","Super 12",,"Chris Jordan, a fast bowler with a level-headed calmness and a fearsome yorker, found his niche as a death specialist in T20 cricket for England after initially breaking through as a bowling allrounder in Tests and ODIs."
"T20I # 1849b",England,"Chris Jordan","Right hand Bat","Right arm Fast medium",Bowler,Australia,England,"2022-10-28 00:00:00","Super 12",,"Chris Jordan, a fast bowler with a level-headed calmness and a fearsome yorker, found his niche as a death specialist in T20 cricket for England after initially breaking through as a bowling allrounder in Tests and ODIs."
"T20I # 1846",England,"Chris Jordan","Right hand Bat","Right arm Fast medium",Bowler,England,Ireland,"2022-10-26 00:00:00","Super 12",,"Chris Jordan, a fast bowler with a level-headed calmness and a fearsome yorker, found his niche as a death specialist in T20 cricket for England after initially breaking through as a bowling allrounder in Tests and ODIs."
"T20I # 1840",England,"Chris Jordan","Right hand Bat","Right arm Fast medium",Bowler,Afghanistan,England,"2022-10-22 00:00:00","Super 12",,"Chris Jordan, a fast bowler with a level-headed calmness and a fearsome yorker, found his niche as a death specialist in T20 cricket for England after initially breaking through as a bowling allrounder in Tests and ODIs."
"T20I # 1879",England,"Chris Woakes","Right hand Bat","Right arm Fast medium",Allrounder,England,Pakistan,"2022-11-13 00:00:00","Super 12",,"By the time Chris Woakes returned from England's tour to South Africa at the start of 2016, he feared his Test career was over. He was 27 by then and had played six Tests. But, despite bowling respectably on almost every outing, he had never quite made the breakthrough and an average of 63.75 made dispiriting reading. It looked as if he may be remembered as one of England's nearly men."
"T20I # 1878",England,"Chris Woakes","Right hand Bat","Right arm Fast medium",Allrounder,England,India,"2022-11-10 00:00:00","Super 12",,"By the time Chris Woakes returned from England's tour to South Africa at the start of 2016, he feared his Test career was over. He was 27 by then and had played six Tests. But, despite bowling respectably on almost every outing, he had never quite made the breakthrough and an average of 63.75 made dispiriting reading. It looked as if he may be remembered as one of England's nearly men."
"T20I # 1867",England,"Chris Woakes","Right hand Bat","Right arm Fast medium",Allrounder,England,"Sri Lanka","2022-11-05 00:00:00","Super 12",,"By the time Chris Woakes returned from England's tour to South Africa at the start of 2016, he feared his Test career was over. He was 27 by then and had played six Tests. But, despite bowling respectably on almost every outing, he had never quite made the breakthrough and an average of 63.75 made dispiriting reading. It looked as if he may be remembered as one of England's nearly men."
"T20I # 1858",England,"Chris Woakes","Right hand Bat","Right arm Fast medium",Allrounder,England,"New Zealand","2022-11-01 00:00:00","Super 12",,"By the time Chris Woakes returned from England's tour to South Africa at the start of 2016, he feared his Test career was over. He was 27 by then and had played six Tests. But, despite bowling respectably on almost every outing, he had never quite made the breakthrough and an average of 63.75 made dispiriting reading. It looked as if he may be remembered as one of England's nearly men."
"T20I # 1849b",England,"Chris Woakes","Right hand Bat","Right arm Fast medium",Allrounder,Australia,England,"2022-10-28 00:00:00","Super 12",,"By the time Chris Woakes returned from England's tour to South Africa at the start of 2016, he feared his Test career was over. He was 27 by then and had played six Tests. But, despite bowling respectably on almost every outing, he had never quite made the breakthrough and an average of 63.75 made dispiriting reading. It looked as if he may be remembered as one of England's nearly men."
